study_hours,play_hours,sleep_hours,tv_hours,pass
5.74,2.96,9.39,3.96,1
1.36,0.55,7.26,0.16,0
3.05,3.18,5.11,4.57,0
4.0,1.97,6.63,1.81,1
4.35,2.54,7.47,0.54,1
5.74,3.55,7.09,3.14,1
4.86,0.65,5.5,1.33,1
1.83,1.47,5.04,1.88,1
5.26,3.19,6.11,1.39,0
5.72,5.65,7.97,0.77,1
5.62,2.29,8.9,3.09,0
6.66,3.39,8.1,1.57,1
6.17,2.34,8.27,0.0,1
5.42,5.41,6.9,2.83,1
4.36,0.0,4.91,0.19,1
1.18,2.64,6.45,0.27,0
5.36,0.06,6.69,3.79,1
4.92,0.0,6.4,0.21,1
5.04,2.95,7.07,0.0,0
1.95,2.71,7.53,2.93,0
2.34,2.07,8.02,1.54,1
6.61,2.34,6.67,1.67,1
4.42,7.15,4.72,1.53,1
5.86,2.11,6.42,2.35,1
4.56,3.27,7.05,0.87,1
4.56,1.53,8.47,4.21,0
6.38,2.94,6.32,0.0,1
3.47,2.14,7.62,2.67,0
4.69,1.88,7.35,2.96,0
3.58,5.23,7.05,0.86,1
3.63,4.27,8.12,0.46,1
3.88,2.71,6.21,3.53,0
4.94,0.0,6.31,0.51,1
3.54,1.96,6.99,1.09,1
7.01,6.55,6.23,3.33,0
2.71,2.15,7.61,2.05,1
4.13,4.15,6.14,0.0,0
3.62,4.66,7.27,4.62,0
7.39,2.83,6.88,1.2,1
4.89,1.24,7.26,1.4,1
6.56,0.0,6.45,2.38,1
1.53,3.53,6.59,2.94,0
5.03,1.28,7.12,4.94,0
6.28,2.76,7.24,0.0,1
4.66,0.63,6.99,3.24,0
6.63,2.1,9.05,3.11,1
3.47,2.55,5.81,1.79,1
7.32,2.9,6.92,3.18,1
9.1,0.83,5.11,3.4,1
3.77,4.3,7.45,0.0,1
3.61,1.6,5.66,4.62,0
7.41,0.0,6.67,0.0,1
7.66,2.34,6.55,0.3,1
3.45,2.55,7.34,1.61,1
3.66,2.74,6.34,4.89,0
3.94,4.54,6.29,1.54,1
1.81,2.15,8.72,1.95,0
2.66,2.32,7.34,4.15,0
2.49,0.85,6.33,1.55,0
2.96,3.73,6.7,0.23,0
4.43,2.78,8.97,1.37,1
4.97,1.87,6.72,4.06,0
7.6,0.0,6.17,2.11,1
2.5,4.67,6.18,4.9,0
6.47,0.66,6.34,3.11,1
4.07,1.61,6.29,1.03,1
4.4,3.04,5.46,2.08,0
5.85,0.71,5.65,0.72,1
2.25,0.26,6.0,1.0,1
5.26,0.0,7.71,8.0,1
4.83,3.58,6.54,3.53,1
5.48,1.68,6.75,3.29,1
5.08,6.89,8.52,1.07,0
9.41,1.01,8.55,4.35,1
3.22,1.12,6.66,3.65,0
3.44,1.65,6.24,4.82,0
3.25,2.86,5.96,4.75,0
3.39,1.79,7.83,0.0,1
3.23,3.42,6.75,0.34,0
6.88,1.03,6.54,0.49,1
7.34,0.43,6.02,0.58,1
3.36,0.0,6.08,2.49,1
2.84,0.0,7.38,1.15,0
5.44,1.72,5.42,5.11,0
3.4,2.05,8.19,4.86,0
5.77,1.55,6.36,1.99,0
4.91,4.37,6.82,4.93,0
1.47,4.34,5.4,4.23,0
7.6,2.0,6.99,1.32,1
8.09,0.0,6.61,0.0,1
3.27,1.65,6.94,1.67,1
3.72,1.6,8.77,1.03,0
5.07,1.51,7.21,2.31,1
5.17,1.45,6.05,2.13,1
5.82,1.52,6.15,2.09,1
8.52,1.92,7.71,2.79,1
4.15,1.55,8.56,0.18,1
2.9,2.81,7.34,2.62,0
1.74,3.04,7.83,1.34,0
3.04,1.13,7.73,2.3,0
4.43,4.41,8.7,3.44,1
8.09,1.03,4.66,0.16,1
3.46,0.07,7.8,1.58,1
4.95,3.07,8.18,1.82,1
4.47,1.27,5.39,1.23,0
6.88,2.98,5.94,3.35,1
9.55,0.0,5.98,0.92,1
3.44,4.59,6.13,1.17,1
3.52,3.51,6.42,0.94,0
6.59,0.25,7.29,3.64,1
5.86,0.28,8.04,1.26,1
8.19,5.01,8.3,2.69,1
5.67,1.39,5.99,4.96,0
3.78,1.25,5.99,1.89,0
5.68,0.0,8.58,3.67,1
6.72,1.97,7.78,4.51,1
6.14,2.16,7.1,3.54,1
5.51,3.57,7.57,1.97,1
6.63,0.4,6.96,2.96,1
6.84,0.22,7.63,0.07,1
7.26,3.18,6.6,0.83,1
5.8,4.01,7.32,1.09,1
4.17,0.14,5.19,5.36,1
4.79,4.12,6.17,0.78,1
6.91,2.56,6.19,0.76,1
2.87,4.14,6.55,0.43,1
5.24,2.39,5.89,2.84,1
3.71,0.0,6.36,2.21,1
4.56,2.27,5.18,3.63,0
7.06,4.09,7.66,3.01,0
4.88,1.16,6.9,0.0,1
4.59,1.92,4.95,0.79,1
1.78,2.24,6.0,4.05,0
5.99,0.0,7.4,1.7,1
5.79,5.01,6.35,3.78,1
8.83,1.15,6.16,1.78,1
3.88,3.26,6.91,0.55,1
4.94,2.37,7.41,1.55,0
5.0,4.39,5.28,0.55,1
7.65,3.11,7.66,1.15,1
4.31,2.15,6.04,2.3,1
5.06,1.16,6.98,2.77,0
5.72,3.7,6.96,0.0,1
4.87,0.0,6.37,1.97,1
3.61,3.47,5.77,1.12,0
4.89,0.85,6.66,1.03,1
6.65,4.38,8.95,2.2,1
2.45,2.74,5.37,1.17,0
4.77,3.47,9.03,4.07,1
3.1,2.62,6.69,3.78,1
6.89,0.0,7.04,3.77,1
1.45,1.21,5.7,1.26,0
3.38,3.51,6.07,0.56,1
5.25,2.75,6.4,2.12,0
7.63,4.27,5.75,1.77,1
4.37,3.1,6.75,1.09,1
3.39,1.05,6.51,0.24,1
8.26,1.31,9.22,1.94,1
1.6,2.65,5.6,1.39,0
0.1,0.0,7.12,3.03,0
5.38,5.01,7.3,3.0,1
3.5,3.16,5.72,3.65,0
2.46,4.34,7.82,0.11,1
5.92,0.13,6.52,2.6,1
4.99,4.37,4.01,0.91,0
3.37,5.85,7.79,0.17,1
1.94,0.52,5.66,1.36,0
6.24,3.66,5.74,3.6,0
5.8,2.5,7.83,1.44,1
4.3,0.18,6.58,4.35,1
8.19,3.24,8.1,2.82,1
2.36,3.75,8.45,1.41,0
1.45,1.6,6.23,3.74,0
3.12,4.25,7.95,2.67,0
4.41,0.0,6.09,0.6,1
4.99,0.26,9.68,4.79,1
4.02,2.7,6.17,2.39,0
5.2,2.54,8.23,2.03,1
2.0,1.43,8.01,0.72,1
7.39,3.71,7.38,3.77,1
4.34,3.3,6.2,2.78,1
6.73,3.79,6.82,2.94,1
5.19,2.32,4.42,1.24,1
5.41,3.4,7.27,3.25,1
5.64,1.83,7.42,3.37,1
5.4,5.58,7.16,1.0,1
5.79,1.28,3.43,0.0,1
7.16,5.66,5.48,2.87,0
4.89,2.55,6.1,0.0,0
5.92,0.44,7.35,2.23,1
4.32,4.55,7.35,1.33,0
7.38,2.69,6.8,3.83,1
3.15,3.78,7.76,1.41,1
8.1,4.34,5.77,3.66,0
4.42,3.01,7.73,1.23,0
1.64,1.61,7.57,3.5,1
4.76,3.96,7.45,5.09,1
3.14,2.5,6.78,0.4,1
6.18,3.53,9.2,2.44,1
3.19,0.0,7.59,6.12,0
3.61,3.17,5.84,2.1,0
0.72,1.54,7.3,2.09,1
3.6,4.98,7.9,3.18,0
0.0,3.43,6.29,2.06,0
1.33,2.86,8.31,0.0,1
6.02,3.23,7.46,3.7,1
6.07,1.0,4.19,0.0,0
5.35,4.93,7.36,1.37,1
2.57,5.49,6.51,3.81,1
4.4,3.09,7.64,1.47,1
4.49,4.89,8.13,0.96,1
2.18,1.65,7.23,3.32,0
7.51,1.3,9.0,0.72,1
6.25,2.56,6.79,0.17,1
4.06,3.15,7.75,2.41,0
4.55,1.91,7.97,1.73,1
4.92,3.31,6.88,0.13,1
0.42,2.96,7.93,2.96,0
4.01,1.0,6.29,2.7,0
3.14,3.28,6.49,1.46,1
2.5,3.8,5.43,1.56,0
3.94,2.76,7.29,2.71,0
8.1,4.23,7.39,3.79,1
5.78,0.67,8.42,1.58,1
3.36,3.2,7.95,2.98,1
5.65,0.74,6.66,2.85,1
7.3,0.83,5.59,3.32,1
6.35,1.55,7.52,2.06,1
4.62,1.09,8.33,0.63,1
3.21,1.68,7.91,1.31,0
5.9,2.18,8.3,2.51,0
5.29,3.76,6.75,4.73,1
6.29,2.02,6.44,1.27,1
5.77,0.12,6.12,3.21,1
6.6,4.21,6.93,1.51,1
3.43,1.24,6.91,2.17,1
7.13,2.41,7.25,4.27,1
4.9,3.17,6.84,3.15,1
8.65,2.8,6.84,0.14,1
3.12,4.14,6.07,1.14,1
7.97,3.22,8.13,3.88,0
4.9,1.21,7.09,2.21,1
3.2,5.77,6.79,0.28,0
3.53,2.79,6.1,0.77,0
3.86,2.28,5.4,3.06,0
5.35,3.95,8.57,3.49,0
5.55,2.87,7.67,2.03,1
3.35,3.1,5.05,5.71,0
4.45,6.24,7.92,3.24,1
8.78,2.09,8.11,1.63,1
7.96,2.02,7.15,0.78,1
5.37,2.67,8.92,0.54,1
4.58,4.11,7.26,2.5,1
4.74,0.24,5.3,1.27,1
5.73,0.0,7.44,4.51,1
2.45,1.62,7.29,4.2,0
3.99,0.05,6.28,2.95,1
1.16,1.86,7.69,0.23,0
5.3,3.25,5.0,0.99,1
5.79,1.16,8.19,3.88,1
3.53,0.36,5.95,1.16,1
7.65,2.6,5.82,3.68,1
2.05,3.79,6.86,2.71,0
1.57,0.0,7.52,2.08,1
4.95,3.73,7.2,0.95,0
6.59,3.73,6.11,1.86,1
7.87,3.93,6.39,2.28,1
3.58,4.33,5.64,3.55,1
6.66,5.8,6.73,0.67,1
4.42,1.97,8.29,1.61,0
4.15,2.66,6.99,2.07,1
6.27,1.88,8.03,2.99,1
5.8,2.5,8.75,0.64,1
1.35,4.8,6.29,0.03,0
7.45,0.48,6.78,3.01,1
7.26,1.21,9.61,0.0,1
3.25,4.57,8.73,3.93,0
5.29,4.03,4.99,1.77,1
5.49,1.96,7.46,0.0,1
5.02,3.78,7.0,1.28,0
3.4,3.01,7.99,2.57,1
3.16,4.75,6.11,1.2,0
4.45,2.61,5.99,2.03,1
6.85,4.04,6.19,3.11,1
5.59,6.46,6.31,1.7,1
3.76,3.4,7.98,0.59,1
6.04,2.57,5.58,1.55,0
0.0,3.58,6.25,4.12,0
6.8,1.95,4.85,4.53,0
1.02,6.08,8.21,0.0,0
3.78,2.77,8.53,3.64,0
2.26,2.09,6.61,2.38,0
1.91,1.25,6.64,3.39,0
6.82,4.15,7.54,1.17,1
3.56,3.8,8.77,0.0,1
5.19,1.75,7.49,2.88,1
4.41,3.36,6.16,0.59,0
5.45,0.24,5.06,0.0,0
4.65,2.78,5.66,0.02,1
1.93,3.18,7.09,2.9,1
6.49,5.06,6.21,2.21,1
3.51,1.34,7.23,3.17,0
1.39,0.58,6.34,3.0,0
3.64,1.16,5.73,1.37,1
7.5,0.5,5.59,1.89,1
6.2,4.5,8.87,1.23,1
3.8,4.82,8.07,1.68,0
3.8,2.98,9.08,0.55,1
3.86,4.33,7.65,2.59,1
8.65,2.7,6.48,3.61,1
5.26,2.36,8.59,0.78,1
5.36,2.0,6.96,3.92,1
6.56,2.03,7.27,2.17,1
4.98,0.18,6.95,2.36,1
3.98,2.9,3.46,0.0,0
4.11,2.44,8.93,0.0,1
4.36,3.62,7.59,2.22,1
4.43,2.64,7.4,3.18,1
5.96,2.26,6.93,0.99,1
4.6,1.19,7.2,4.51,0
5.97,2.61,6.28,3.1,1
4.34,3.61,7.74,0.64,1
4.66,0.78,5.43,2.05,0
0.5,2.63,7.22,5.72,0
6.33,2.85,7.67,0.14,1
5.19,1.42,6.76,2.79,0
6.5,1.62,7.45,1.52,1
0.0,2.85,5.81,3.06,0
8.68,0.8,5.84,3.9,1
4.22,3.02,7.28,1.42,0
6.72,1.16,7.81,3.68,1
2.42,4.09,4.75,5.33,0
5.73,6.01,7.63,2.1,0
2.39,1.21,6.35,3.18,0
3.25,3.3,6.77,1.11,1
8.33,1.41,5.39,2.03,1
4.12,4.06,5.98,1.73,0
4.93,0.6,8.16,3.2,1
6.24,3.22,7.04,3.81,0
5.49,1.19,6.54,1.84,1
4.8,2.19,6.86,4.3,1
5.23,0.95,7.59,4.3,1
9.31,3.73,7.53,3.27,1
4.38,1.24,6.91,1.23,1
4.9,3.33,8.31,1.08,1
6.6,1.98,8.16,0.78,1
6.71,2.33,7.5,3.42,0
6.87,2.72,7.07,0.18,1
5.78,1.36,7.79,3.02,1
2.21,2.82,7.38,0.38,1
7.77,4.8,8.27,3.24,1
2.21,1.33,8.08,2.03,0
5.11,4.26,5.78,4.0,1
2.99,4.75,5.7,3.71,0
4.37,1.28,6.16,4.15,1
5.16,0.32,8.17,4.19,1
5.14,2.95,5.11,2.22,0
5.34,1.68,7.47,0.26,1
7.73,5.3,7.44,0.42,1
5.41,2.55,8.4,0.0,1
4.01,1.3,7.22,0.37,1
6.43,0.78,5.39,2.1,1
6.88,4.13,5.85,1.16,1
2.04,1.64,5.58,1.73,0
5.69,2.57,6.35,2.74,1
5.9,3.93,6.78,1.54,1
3.9,1.77,5.6,0.32,1
7.25,2.43,8.76,1.92,1
4.2,2.48,5.41,0.65,0
4.75,3.52,8.62,1.59,0
4.15,3.39,8.42,4.01,0
4.53,2.17,8.08,1.59,1
2.31,2.6,6.17,4.66,1
1.62,1.94,7.41,4.15,0
7.69,0.28,5.47,1.13,1
2.81,2.89,8.09,0.33,1
2.52,5.34,6.91,1.92,1
0.19,1.17,6.51,3.73,0
3.22,1.34,5.53,1.26,0
1.85,1.19,4.03,3.36,0
7.78,3.59,5.75,3.81,1
6.52,3.17,8.34,0.84,1
3.12,2.26,6.52,0.99,1
9.0,1.12,6.8,3.07,1
6.46,2.64,7.79,2.23,1
3.85,0.15,9.17,0.97,1
0.0,2.72,8.59,1.47,0
9.08,3.81,5.83,1.89,1
1.72,0.62,4.67,0.0,1
1.21,0.2,9.83,3.15,0
6.55,4.87,9.72,1.28,1
9.38,1.58,7.23,0.0,1
7.27,4.2,5.48,1.96,1
5.63,2.27,8.16,0.89,1
5.69,2.26,6.87,4.53,0
6.21,3.16,6.86,1.12,1
6.02,1.17,8.07,0.35,1
5.06,2.7,7.4,2.76,1
4.71,1.93,5.58,1.01,0
4.37,0.52,6.61,0.83,1
2.99,3.01,7.79,2.76,0
3.94,2.11,7.61,0.44,1
1.11,2.26,7.31,0.0,0
4.3,0.68,8.12,4.59,1
2.52,4.89,6.57,2.87,1
2.29,3.82,7.21,1.6,1
4.86,3.95,3.0,1.99,0
7.28,2.04,6.46,2.76,1
6.34,0.0,7.92,3.46,1
1.36,5.43,6.53,0.87,0
2.52,2.41,6.44,2.55,1
6.38,1.38,5.75,1.24,1
2.54,3.13,8.2,1.72,1
4.05,4.25,7.66,2.24,1
5.6,2.47,7.99,1.99,1
2.56,4.42,4.93,3.1,0
4.71,4.12,6.81,2.73,1
1.83,0.89,6.66,0.0,0
3.3,1.49,6.66,0.0,0
5.14,3.94,6.26,1.45,1
1.31,0.0,6.58,4.74,0
5.38,2.28,8.02,0.72,1
4.46,0.35,4.7,1.69,1
5.6,1.79,9.13,1.2,1
4.95,2.05,7.58,1.17,1
7.23,1.96,6.95,2.27,1
4.75,1.67,8.09,4.1,0
3.64,0.85,5.26,2.68,1
4.74,5.94,6.2,0.79,0
5.59,5.3,6.85,6.13,1
4.6,0.76,8.64,2.12,1
4.58,4.87,6.94,1.13,1
3.1,1.9,7.54,4.12,0
3.17,2.69,6.29,1.3,1
1.69,2.41,7.58,4.49,0
8.0,1.51,9.01,0.69,1
2.01,3.98,8.19,4.15,0
3.11,2.69,6.9,2.3,1
3.06,1.79,7.81,3.94,0
6.29,0.54,7.69,4.85,1
3.91,1.16,7.61,0.3,0
7.0,0.04,8.33,3.91,1
3.15,2.52,8.33,0.0,0
5.06,0.71,6.85,0.43,1
2.83,2.1,7.77,0.79,0
8.79,4.56,6.54,2.76,1
2.12,4.3,5.89,2.05,1
5.12,2.45,6.68,1.75,1
5.77,2.37,6.91,2.22,1
5.33,5.32,5.01,2.89,1
4.13,3.28,8.03,3.0,0
4.24,2.01,3.68,3.64,0
4.59,0.36,10.0,4.73,0
4.21,3.09,8.8,1.97,1
6.43,3.74,6.69,1.22,0
8.92,1.55,7.01,2.92,1
3.39,2.94,7.36,0.28,0
1.76,1.95,6.29,0.98,1
4.32,2.22,7.23,3.5,0
9.66,0.0,6.83,1.81,1
2.89,2.17,6.89,0.19,1
7.78,3.95,7.22,0.0,1
7.86,1.55,5.42,2.07,1
3.39,2.58,7.05,3.71,1
5.64,1.37,7.2,3.69,1
7.76,3.04,7.15,2.17,1
3.74,2.18,6.74,5.01,1
4.09,1.09,8.37,1.84,1
3.34,4.5,6.58,1.79,0
2.47,3.89,7.27,0.0,1
3.2,1.59,8.56,1.33,0
2.05,3.25,6.9,3.28,0
4.57,3.31,7.26,4.35,0
2.96,3.46,6.88,0.75,1
4.97,0.0,8.48,2.69,1
1.39,4.01,6.69,3.57,1
5.16,1.65,8.54,2.02,1
6.17,1.96,6.88,0.0,1
0.51,6.46,5.97,2.37,0
5.25,2.95,7.82,3.14,1
6.96,1.92,6.63,0.58,1
2.08,0.0,7.74,1.62,1
7.85,4.58,3.72,0.27,1
5.34,0.48,7.01,0.0,1
3.09,0.99,6.45,3.54,0
4.39,2.0,5.72,1.99,0
5.62,4.62,6.34,4.4,0
4.65,3.66,6.31,3.29,0
5.58,2.26,6.94,1.47,1
2.66,2.96,5.36,1.88,1
4.84,1.6,7.38,2.85,1
1.67,2.71,8.64,3.45,0
4.28,2.61,7.34,2.48,1
2.69,3.95,7.97,3.66,0
3.03,3.95,8.31,1.55,0
6.97,3.24,8.48,0.5,1
6.68,1.96,9.24,1.9,1
5.72,3.61,6.4,2.31,1
2.32,2.36,6.14,0.2,0
3.87,0.88,7.94,0.0,1
6.93,1.9,7.85,2.67,1
4.78,2.63,7.93,1.39,1
9.14,3.87,9.27,1.75,1
5.29,2.22,7.01,1.46,1
4.88,0.69,7.51,4.28,1
3.88,2.59,5.82,3.89,0
4.77,2.67,9.56,0.14,1
4.2,2.78,6.6,1.2,1
5.92,3.88,6.63,3.28,0
6.41,4.03,6.58,2.9,1
2.93,1.61,6.23,1.94,0
1.84,1.58,6.12,0.29,1
0.83,0.94,6.37,0.98,0
5.52,3.55,5.36,1.22,1
2.29,4.67,6.06,2.42,0
0.19,2.03,9.34,4.56,0
5.28,2.14,7.88,0.97,1
9.49,4.7,8.11,0.46,1
4.49,3.26,8.41,1.84,0
6.18,3.15,9.2,3.55,1
4.66,0.71,4.87,0.0,1
4.3,3.52,5.52,4.18,1
6.34,1.11,6.04,1.74,1
3.92,0.8,6.44,0.9,1
5.03,1.98,6.64,0.0,0
5.14,1.62,6.46,3.06,0
3.16,2.17,7.26,1.74,0
6.48,0.34,7.04,2.26,1
4.15,3.94,6.13,0.65,0
2.99,4.19,4.39,1.52,1
5.57,0.0,5.81,1.27,1
2.7,3.97,6.34,1.85,0
4.56,1.28,6.7,1.0,1
4.48,3.79,5.64,0.0,1
6.67,2.4,6.41,6.09,1
5.45,2.54,5.64,0.0,1
4.45,2.22,6.85,2.27,0
6.14,4.32,5.71,0.0,1
7.28,0.64,5.98,0.0,0
5.62,3.41,5.43,2.15,1
4.52,4.15,6.82,2.26,1
1.88,3.57,5.96,3.89,0
2.37,5.99,8.09,2.6,0
3.89,1.71,7.49,1.78,1
3.28,3.94,6.92,0.58,0
4.13,2.34,6.04,4.25,1
4.61,4.35,7.46,3.39,1
5.56,2.49,7.83,0.13,1
4.36,1.92,7.17,2.06,1
5.47,4.46,8.92,2.22,1
4.63,1.76,7.55,1.48,1
0.55,0.38,8.1,3.16,0
2.62,1.72,7.16,3.25,1
4.21,3.43,7.81,1.71,1
2.08,4.59,6.04,1.58,0
5.7,2.67,6.45,4.25,1
7.56,4.48,7.42,3.4,1
6.94,0.46,7.41,2.11,1
4.07,1.84,7.61,0.0,1
7.48,2.07,8.32,2.52,1
4.8,2.33,5.29,3.05,1
3.83,2.63,5.83,0.0,0
3.27,3.54,7.28,2.38,0
3.9,1.83,6.13,1.37,0
3.72,2.71,10.0,1.67,1
4.84,2.43,7.62,0.64,1
4.82,1.11,6.91,1.78,1
4.51,2.33,6.38,4.09,0
5.37,2.28,6.42,1.33,1
6.88,2.25,7.04,3.45,1
6.4,2.55,7.13,0.79,1
1.53,2.61,6.45,3.14,0
0.0,1.85,6.67,2.0,0
6.37,4.41,8.61,2.53,0
1.77,0.75,8.66,2.01,1
4.05,1.42,7.3,2.96,1
2.16,6.67,5.39,0.0,0
0.9,0.94,7.65,0.0,0
5.58,0.47,8.87,2.63,1
6.02,3.6,8.64,0.0,1
3.35,0.0,7.88,1.2,1
0.0,2.15,8.71,1.92,0
3.41,5.72,7.06,0.76,0
5.28,0.18,7.75,0.96,1
1.54,0.0,6.18,2.41,0
4.87,0.25,7.35,3.51,0
4.47,3.85,8.6,0.56,1
5.66,4.19,6.29,1.14,1
4.74,1.73,5.97,0.9,0
2.55,3.52,7.12,0.0,0
6.89,4.59,6.73,2.21,1
4.18,5.18,7.78,3.4,0
4.45,2.13,6.46,3.52,0
2.63,0.0,9.06,0.69,1
3.61,1.27,5.45,0.12,1
2.73,1.86,8.5,2.03,0
4.15,2.11,6.08,3.24,1
7.92,2.22,4.84,2.23,1
1.76,4.18,7.29,2.43,0
1.27,4.41,6.69,3.71,0
7.44,2.24,5.67,0.89,1
4.08,4.15,4.98,1.67,1
3.16,3.04,6.99,4.45,0
6.58,2.6,8.17,1.7,1
3.29,3.86,7.7,0.1,1
8.15,2.61,7.07,1.0,1
5.86,5.59,7.57,0.59,1
3.52,0.34,6.97,2.54,1
8.81,1.73,5.28,0.66,1
3.29,2.31,5.29,2.41,0
5.98,3.16,6.76,0.9,1
5.1,4.4,6.81,0.0,1
7.1,2.46,8.02,2.46,1
7.62,0.37,7.91,2.22,1
4.56,3.76,7.73,2.78,0
2.99,3.63,6.66,0.99,0
5.42,0.0,5.34,0.83,1
3.14,2.49,7.49,2.6,1
8.53,0.11,7.63,4.28,1
4.77,1.5,4.13,2.02,1
3.77,1.15,6.0,2.64,0
4.87,3.71,6.17,1.52,0
1.81,2.68,7.14,0.0,1
2.56,0.57,6.04,3.45,0
6.9,3.82,6.95,3.36,0
3.19,0.35,6.75,3.07,0
2.41,3.0,6.81,1.73,1
5.57,1.28,6.14,2.9,1
6.87,1.95,6.23,3.34,1
5.94,3.26,5.7,4.43,0
6.49,3.28,7.46,3.48,1
2.99,4.51,7.69,2.1,0
1.66,2.38,6.08,0.04,0
7.5,2.96,8.82,2.23,1
3.85,1.84,6.62,2.38,0
4.0,2.77,8.84,3.06,1
7.16,3.16,6.23,4.03,1
5.61,2.35,4.57,1.86,1
5.41,0.0,7.48,5.15,1
8.83,3.0,7.3,0.0,1
3.21,3.05,7.04,2.63,1
6.36,1.48,6.23,0.8,1
4.61,0.57,6.96,0.0,1
5.04,4.71,6.39,1.7,0
7.56,3.24,6.64,0.0,1
5.52,2.16,8.01,1.76,1
5.58,0.79,7.22,2.05,1
6.65,1.27,7.73,3.68,1
3.77,4.45,6.72,0.0,1
2.82,2.71,6.59,3.36,1
2.41,1.67,5.62,2.15,0
0.57,3.26,6.56,3.54,0
8.61,1.28,3.01,1.35,1
2.29,4.75,6.29,0.0,0
4.06,4.53,6.9,0.17,0
3.95,1.8,7.68,0.06,1
5.11,1.56,6.68,2.72,0
6.13,0.0,7.42,4.22,0
6.22,0.28,4.38,1.15,1
3.33,0.49,6.93,2.94,1
4.17,2.7,4.98,0.0,1
5.07,2.01,5.55,2.27,1
4.0,0.48,6.78,3.0,1
7.71,2.08,8.53,0.0,1
5.48,3.26,7.45,1.69,0
5.97,3.29,7.02,3.07,1
5.83,0.0,6.98,0.0,1
6.85,2.31,6.14,4.0,1
4.86,0.42,6.35,2.53,1
1.91,3.85,7.51,3.08,1
5.3,3.68,5.34,1.38,1
3.2,1.15,7.71,0.0,1
3.44,1.35,6.53,2.8,1
5.67,1.81,7.99,1.88,1
6.98,0.0,8.15,2.05,1
4.54,3.0,4.99,3.63,1
5.12,2.09,6.3,3.14,0
7.9,3.96,5.97,4.88,1
4.98,0.85,4.82,2.23,1
9.7,1.57,5.76,0.96,1
5.63,0.24,9.93,1.72,0
0.98,0.99,7.73,2.62,1
6.01,0.73,9.3,3.52,1
5.26,3.99,7.99,0.0,0
7.08,1.45,6.11,2.01,1
5.85,2.69,6.54,4.41,1
4.22,1.93,7.71,1.64,0
2.05,0.6,7.53,3.4,0
4.08,2.25,6.31,2.74,1
2.8,3.4,5.19,3.43,0
3.34,0.69,10.0,0.79,1
5.68,3.71,6.83,0.79,1
7.84,1.23,6.61,2.03,1
5.29,1.78,7.14,0.0,1
2.11,3.3,6.71,1.6,0
5.39,1.5,7.15,2.38,1
6.89,2.56,8.54,4.68,1
3.28,2.03,6.85,2.6,1
4.23,2.69,5.6,2.94,0
4.53,0.0,6.81,3.75,0
2.93,0.0,6.44,0.55,1
5.8,3.42,8.71,1.75,1
4.26,4.06,8.41,5.64,0
5.34,1.13,7.13,1.88,1
2.73,2.13,5.47,3.67,0
3.63,2.94,5.53,3.45,0
5.94,3.54,7.02,0.0,1
3.75,0.0,7.4,2.47,1
7.95,1.17,6.55,2.22,1
3.7,2.0,6.42,2.49,0
4.95,3.55,6.29,0.87,1
6.37,6.25,6.97,0.32,1
1.66,2.16,4.14,1.29,0
0.98,0.39,5.68,1.85,0
1.45,3.1,6.25,3.78,0
7.03,4.48,8.45,4.73,1
3.4,2.66,6.02,4.09,0
9.62,1.14,7.22,3.29,1
3.37,3.94,7.27,0.49,0
4.87,3.5,8.56,1.39,1
7.58,0.96,8.52,2.31,1
8.51,3.07,6.93,1.05,1
8.62,4.0,6.43,2.87,1
6.92,4.27,6.2,3.08,1
6.55,2.4,6.71,2.8,1
5.69,1.96,6.48,3.54,0
6.06,4.34,7.66,0.64,1
3.4,0.68,7.5,3.4,0
2.86,3.16,7.71,0.96,0
4.49,0.44,8.51,0.59,1
4.16,4.1,9.24,2.8,0
3.59,2.11,7.15,3.82,0
5.89,4.4,8.32,2.73,1
6.41,3.24,6.58,2.03,1
4.68,0.67,8.42,2.47,1
7.46,4.64,8.27,2.2,1
2.22,4.83,8.21,0.31,0
4.11,3.82,7.11,0.14,1
3.07,1.36,6.2,1.88,1
0.77,2.04,5.33,2.12,0
4.33,2.72,6.95,2.02,1
4.26,1.44,8.84,3.01,1
7.53,5.04,6.63,1.68,1
5.76,2.72,7.94,2.84,0
2.45,0.0,8.01,1.78,1
8.21,3.01,6.66,4.74,1
6.94,1.98,8.58,2.12,1
5.66,2.39,3.51,5.51,1
4.05,1.95,5.53,2.53,1
2.58,3.71,5.9,1.68,0
3.76,4.18,6.02,0.65,1
6.68,2.92,7.4,0.0,1
8.27,1.99,7.35,0.51,1
7.59,2.44,7.47,0.68,1
3.52,2.53,7.72,2.59,1
2.26,1.3,5.86,1.21,0
4.78,3.37,5.54,2.28,1
0.96,3.19,7.48,3.92,0
5.15,4.81,6.24,1.87,1
4.2,4.38,5.12,5.12,0
3.57,1.47,8.17,0.24,0
1.31,3.73,8.67,1.77,0
5.53,1.07,8.87,1.19,1
3.43,3.54,7.22,3.4,0
2.16,1.73,7.75,0.0,1
0.0,0.97,8.64,0.0,0
4.44,2.92,6.23,1.84,1
8.04,0.0,8.33,4.33,1
7.82,0.0,7.33,2.34,1
3.59,2.23,8.1,0.0,1
3.3,2.62,7.22,0.2,0
5.44,1.95,8.56,4.51,0
2.5,0.13,7.27,1.07,0
5.1,1.27,5.22,0.59,1
6.03,3.09,8.74,4.22,1
6.95,3.37,5.86,3.52,1
